city,state_id,lat,lng,population
Belle Terre,NY,40.9607,-73.0672,783
Belle Valley,OH,39.7888,-81.5565,216
Belle Vernon,PA,40.1256,-79.867,1062
Belleair,FL,27.9363,-82.8118,4022
Belleair Beach,FL,27.924,-82.8365,1623
Belleair Bluffs,FL,27.92,-82.8195,2111
Belleair Shores,FL,27.9173,-82.8455,113
Bellechester,MN,44.3711,-92.5113,175
Bellefont,KS,37.8725,-99.6579,0
Bellefontaine,AL,30.492,-88.1131,0
Bellefontaine,MS,33.6487,-89.3101,0
Bellefontaine,OH,40.3627,-83.763,13038
Bellefontaine Neighbors,MO,38.7529,-90.2278,10702
Bellefonte,AR,36.1997,-93.048,481
Bellefonte,DE,39.7669,-75.4982,1178
Bellefonte,KY,38.4949,-82.6911,860
Bellefonte,PA,40.9141,-77.7683,13126
Bellemeade,KY,38.251,-85.591,894
Bellemont,AZ,35.2381,-111.8335,0
Bellemont,NC,36.0257,-79.4431,0
Belleplain,NJ,39.266,-74.8674,0
Bellerive Acres,MO,38.7124,-90.3121,187
Bellerose,NY,40.7242,-73.7167,1171
Bellerose Terrace,NY,40.7221,-73.7252,0
Belleview,FL,29.0613,-82.0565,4869
Belleview,KY,38.9792,-84.8249,0
Belleview,MO,37.6875,-90.7404,0
Belleville,AR,35.0916,-93.4455,427
Belleville,IL,38.515,-89.9865,41906
Belleville,KS,39.8235,-97.6342,1894
Belleville,MI,42.2022,-83.4839,3853
Belleville,NY,43.7842,-76.1169,0
Belleville,PA,40.6059,-77.721,0
Belleville,RI,41.554,-71.4687,0
Belleville,WI,42.8643,-89.5402,2430
Bellevue,IA,42.2625,-90.4318,2527
Bellevue,ID,43.4684,-114.2551,2315
Bellevue,IL,40.6882,-89.6734,1935
Bellevue,KY,39.1011,-84.4776,5845
Bellevue,MD,38.7035,-76.1844,0
Bellevue,MI,42.4443,-85.0187,1296
Bellevue,NE,41.1536,-95.9357,53505
Bellevue,OH,41.2744,-82.8396,8178
Bellevue,PA,40.4945,-80.055,8172
Bellevue,TX,33.6334,-98.0164,343
Bellevue,WA,47.5953,-122.155,141400
Bellevue,WI,44.4592,-87.9553,15524
Bellewood,KY,38.2608,-85.6594,332
Bellflower,CA,33.888,-118.1271,77790
Bellflower,IL,40.3405,-88.5262,346
Bellflower,MO,39.0036,-91.3521,363
Bellfountain,OR,44.3654,-123.3559,0
Bellingham,MA,42.094,-71.476,0
Bellingham,MN,45.1364,-96.284,156
Bellingham,WA,48.7534,-122.4683,123933
Bellmawr,NJ,39.8665,-75.0942,11478
Bellmead,TX,31.6025,-97.0896,10306
Bellmont,IL,38.383,-87.9106,269
Bellmore,NY,40.6569,-73.5285,0
Bellows Falls,VT,43.1344,-72.455,5473
Bellport,NY,40.7546,-72.9424,2066
Bells,TN,35.7207,-89.0852,4737
Bells,TX,33.6166,-96.4126,1456
Belltown,CA,34.0117,-117.3834,0
Bellvale,NY,41.2504,-74.3107,0
Bellview,FL,30.462,-87.312,0
Bellview,NM,34.8212,-103.1077,0
Bellville,GA,32.1526,-81.9743,120
Bellville,OH,40.6288,-82.5234,1871
Bellville,TX,29.9472,-96.2598,4174
Bellvue,CO,40.6264,-105.1716,0
Bellwood,FL,28.505,-80.7845,0
Bellwood,IL,41.8829,-87.8762,19107
Bellwood,LA,31.5274,-93.2054,0
Bellwood,NE,41.342,-97.2399,405
Bellwood,PA,40.6009,-78.3343,1768
Bellwood,VA,37.406,-77.4363,0
Belmar,NE,41.3055,-101.9346,0
Belmar,NJ,40.18,-74.0257,5684
Belmond,IA,42.8466,-93.6084,2324
Belmont,CA,37.5154,-122.2955,27081
Belmont,GA,33.7234,-84.1663,0
Belmont,KS,37.5236,-97.9892,0
Belmont,KY,37.8965,-85.7136,0
Belmont,LA,31.7182,-93.5082,0
Belmont,MA,42.396,-71.1796,0
Belmont,MS,34.5046,-88.208,2032
Belmont,MT,46.2313,-108.9888,0
Belmont,NC,35.231,-81.0385,10784
Belmont,NH,43.443,-71.478,0
Belmont,NY,42.2226,-78.0328,931
Belmont,OH,40.028,-81.041,442
Belmont,PA,40.283,-78.8907,0
Belmont,TX,29.5233,-97.6839,0
Belmont,VA,39.0651,-77.4963,0
Belmont,WA,47.0879,-117.1624,0
Belmont,WI,42.738,-90.3347,982
Belmont,WV,39.3786,-81.2635,890
Belmont Estates,VA,38.4465,-78.9228,0
Belmore,OH,41.1548,-83.9412,145
Beloit,KS,39.4646,-98.1082,3237
Beloit,OH,40.9196,-80.9963,920
Beloit,WI,42.523,-89.0184,63470
Belpre,KS,37.9505,-99.0999,82
Belpre,OH,39.2815,-81.5971,6461
Belspring,VA,37.1939,-80.6097,0
Belt,MT,47.3874,-110.9278,588
Belton,KY,37.16,-87.0283,0
Belton,MO,38.8191,-94.5334,23290
Belton,SC,34.5235,-82.4938,5774
Belton,TX,31.0564,-97.4789,20873
Beltrami,MN,47.5426,-96.5271,106
Beltsville,MD,39.0395,-76.9211,0
Beluga,AK,61.1873,-151.1633,0
Belva,OK,36.4989,-98.9751,0
Belva,WV,38.2327,-81.1894,0
Belvedere,CA,37.8735,-122.4662,2122
Belvedere,SC,33.5369,-81.9424,0
Belvedere,WA,48.0499,-118.985,0
Belvedere Park,GA,33.7488,-84.2599,0
Belvidere,IL,42.2545,-88.8647,25070
Belvidere,NE,40.2546,-97.5577,47
Belvidere,NJ,40.8295,-75.073,3767
Belvidere,SD,43.832,-101.2711,54
Belvidere,TN,35.1293,-86.1867,0
Belview,MN,44.6067,-95.3289,358
Belville,NC,34.2192,-77.9983,2094
Belvoir,NC,35.7111,-77.47,0
Belvue,KS,39.2164,-96.1788,206
Belwood,NC,35.4794,-81.5227,932
Belzoni,MS,33.1804,-90.4863,4269
Bement,IL,39.9229,-88.5718,1696
Bemidji,MN,47.4798,-94.8833,16271
Bemis,TN,35.5762,-88.8214,0
Bemis,WV,38.8121,-79.7389,0
Bemiss,GA,30.9333,-83.2413,0
Bemus Point,NY,42.1635,-79.3895,355
Ben Avon,PA,40.5058,-80.0814,1758
Ben Avon Heights,PA,40.5125,-80.0731,374
Ben Bolt,TX,27.6475,-98.0814,0
Ben Hur,AR,35.7304,-92.973,0
Ben Hur,TX,31.5104,-96.7278,0
Ben Lomond,AR,33.8336,-94.1176,144
Ben Lomond,CA,37.0782,-122.0882,0
Ben Wheeler,TX,32.446,-95.7039,0
Bena,MN,47.3403,-94.2061,118
Benavides,TX,27.5982,-98.4095,1324
Benbow,CA,40.0603,-123.7653,0
Benbrook,TX,32.6767,-97.4629,22948
Benchland,MT,47.0794,-110.0183,0
Benchley,TX,30.7485,-96.4586,0
Bend,CA,40.2561,-122.2095,0
Bend,OR,44.0562,-121.3087,99634
Bendavis,MO,37.2984,-92.2074,0
Bendena,KS,39.7436,-95.1811,0
Bendersville,PA,39.9813,-77.2493,641
Benderville,WI,44.6114,-87.8551,0
Bendon,MI,44.637,-85.8378,0
Benedict,KS,37.6269,-95.7434,68
Benedict,MD,38.5116,-76.6797,0
Benedict,MN,47.158,-94.6906,0
Benedict,ND,47.8302,-101.0843,74
Benedict,NE,41.0063,-97.6073,236
Benevolence,GA,31.8818,-84.7346,0
Bengal,IN,39.4734,-85.9228,0
Benge,WA,46.9093,-118.1025,0
Benham,KY,36.9653,-82.9548,459
Benicia,CA,38.0704,-122.1542,28174
Benitez,PR,18.2725,-65.8788,0
Benitez Comunidad,PR,18.2725,-65.8788,0
Benjamin,TX,33.5837,-99.7929,264
Benjamin,UT,40.0945,-111.7388,0
Benkelman,NE,40.0517,-101.5354,857
Benld,IL,39.093,-89.8023,1478
Benndale,MS,30.8716,-88.807,0
Bennet,NE,40.6818,-96.504,854
Bennett,CO,39.7366,-104.4286,2488
Bennett,IA,41.7401,-90.9738,396
Bennett,NC,35.5664,-79.54,0
Bennett,NM,32.0679,-103.211,0
Bennett,TX,32.719,-98.0478,0
Bennett Springs,MO,37.7255,-92.8533,0
Bennetts Corners,NY,43.1951,-78.0172,0
Bennetts Mills,NJ,40.129,-74.2751,0
Bennettsville,SC,34.6303,-79.6874,11839
Bennington,ID,42.3824,-111.322,0
Bennington,KS,39.0335,-97.5931,645
Bennington,NE,41.3682,-96.1617,1510
Bennington,NH,43.0035,-71.9207,0
Bennington,OK,34.0038,-96.0376,352
Bennington,VT,42.8746,-73.1852,0
Bennion,UT,40.6386,-111.9388,0
Benns Church,VA,36.937,-76.5842,0
Benoit,MS,33.6517,-91.0087,448
Benoit,TX,31.7829,-99.829,0
Benoit,WI,46.5019,-91.0769,0
Benonine,TX,35.227,-100.0146,0
Bens Run,WV,39.4659,-81.1084,0
Bensenville,IL,41.9595,-87.9435,18355
Bensley,VA,37.4469,-77.442,0
Benson,AZ,31.9157,-110.3257,3850
Benson,IL,40.8506,-89.1213,425
Benson,LA,31.8663,-93.6938,0
Benson,MN,45.3149,-95.6072,3053
Benson,NC,35.3858,-78.5436,3468
Benson,PA,40.2027,-78.9293,184
Benson,UT,41.7488,-111.9169,0
Benson,VT,43.7072,-73.3094,0
Bent,NM,33.1473,-105.859,0
Bent Creek,NC,35.5081,-82.6176,0
Bentley,IA,41.3756,-95.6225,0
Bentley,IL,40.3441,-91.1118,34
Bentley,KS,37.8869,-97.5152,517
Bentley,LA,31.5157,-92.4882,0
Bentley,MI,43.9481,-84.1344,0
Bentleyville,OH,41.4122,-81.4121,858
Bentleyville,PA,40.1178,-80.0044,2504
Benton,AL,32.3078,-86.818,46
Benton,AR,34.5769,-92.5716,35775
Benton,CA,37.8189,-118.4844,0
Benton,IA,40.7041,-94.3612,43
Benton,IL,38.011,-88.9179,7671
Benton,KS,37.7879,-97.1078,876
Benton,KY,36.8519,-88.3584,4632
Benton,LA,32.6906,-93.74,5680
Benton,MO,37.0992,-89.5626,861
Benton,MS,32.8265,-90.2595,0
Benton,PA,41.1955,-76.3846,822
Benton,TN,35.1746,-84.6522,1317
Benton,WI,42.5702,-90.3831,955
Benton City,MO,39.1346,-91.7649,105
Benton City,WA,46.2624,-119.4814,4464
Benton Harbor,MI,42.116,-86.4484,60298
Benton Heights,MI,42.1211,-86.4137,0
Benton Ridge,OH,41.0042,-83.7927,296
Bentonia,MS,32.6437,-90.3692,423
Bentonville,AR,36.3579,-94.2286,47093
Bentonville,OH,38.7455,-83.6103,0
Bentonville,VA,38.8318,-78.3164,0
Benwood,WV,40.0139,-80.7328,1344
Benzonia,MI,44.6161,-86.0989,500
Beowawe,NV,40.5927,-116.4773,0
Berclair,TX,28.5308,-97.5911,0
Berea,KY,37.5903,-84.2897,17412
Berea,NE,42.2123,-102.983,0
Berea,OH,41.3696,-81.8642,18859
Berea,SC,34.8802,-82.4653,0
Berea,TX,32.8062,-94.4021,0
Bereah,FL,27.6611,-81.6256,0
Berenda,CA,37.0402,-120.1535,0
Berenice,ID,43.8277,-112.9742,0
Beresford,SD,43.0797,-96.7802,1969
Bergen,MN,43.79,-94.9947,0
Bergen,ND,48.0038,-100.72,7
Bergen,NY,43.0825,-77.9425,1120
Bergen Park,CO,39.6914,-105.3617,0
Bergenfield,NJ,40.9233,-73.9982,27647
Berger,MO,38.6717,-91.3392,219
Bergholtz,NY,43.1031,-78.9067,0
Bergholz,OH,40.5208,-80.8851,632
Bergland,MI,46.5924,-89.5732,0
Bergman,AR,36.3129,-93.0115,451
Bergoo,WV,38.4847,-80.2982,0
Bergton,VA,38.7657,-78.9489,0
Berino,NM,32.0689,-106.6219,0
Berkeley,CA,37.8723,-122.276,121240
Berkeley,FL,28.5028,-82.5887,0
Berkeley,IL,41.8891,-87.9114,5148
Berkeley,MO,38.7441,-90.3362,8981
Berkeley Lake,GA,33.9806,-84.1839,2062
Berkeley Springs,WV,39.627,-78.2272,0
Berkey,OH,41.7084,-83.8384,236
Berkley,CO,39.8045,-105.0282,0
Berkley,IA,41.9464,-94.1137,32
Berkley,MI,42.4986,-83.1853,15272
Berlin,GA,31.0682,-83.6236,560
Berlin,IL,39.7577,-89.9026,178
Berlin,MD,38.3302,-75.2165,4608
Berlin,ND,46.3783,-98.4885,35
Berlin,NH,44.4871,-71.2601,11560
Berlin,NJ,39.7914,-74.9373,7594
Berlin,OH,40.5628,-81.8011,0
Berlin,OK,35.4506,-99.6254,0
Berlin,PA,39.9215,-78.9509,2006
Berlin,WI,43.9706,-88.9503,4777
Berlin Heights,OH,41.3204,-82.4904,713
Bermuda Dunes,CA,33.7434,-116.2873,0
Bermuda Run,NC,36.0032,-80.431,2596
Bern,KS,39.9614,-95.9713,166
Bernalillo,NM,35.3126,-106.5537,9202
Bernard,IA,42.3133,-90.8318,110
Bernardo,NM,34.4187,-106.8336,0
Bernardsville,NJ,40.7268,-74.5919,7805
Berne,IN,40.6567,-84.9555,5631
Bernecker,TX,32.5609,-100.5623,0
Bernice,LA,32.8276,-92.6584,1654
Bernice,OK,36.622,-94.9108,562
Bernie,MO,36.6717,-89.9707,1933
Bernstadt,KY,37.1562,-84.1947,0
Bernstein,TX,36.3942,-101.3571,0
Bernville,PA,40.4335,-76.1107,947
Beroun,MN,45.9102,-92.9552,0
Berrien Springs,MI,41.9474,-86.3406,7162
Berry,AL,33.6623,-87.6079,1099
Berry,AZ,35.2528,-113.9719,0
Berry,KY,38.5205,-84.3836,261
Berry Creek,CA,39.6314,-121.4052,0
Berry Hill,TN,36.1196,-86.7673,536
Berrydale,FL,30.8982,-87.035,0
Berrydale,WA,47.3398,-122.1279,0
Berrysburg,PA,40.6029,-76.8102,373
Berryville,AR,36.3713,-93.5704,4819
Berryville,TX,32.0876,-95.4666,1015
Berryville,VA,39.1508,-77.9823,4399
Bertha,MN,46.267,-95.0618,468
Berthold,ND,48.3153,-101.7344,495
Berthoud,CO,40.3059,-105.0412,6368
Bertram,IA,41.9512,-91.5376,295
Bertram,TX,30.7428,-98.0591,1392
Bertrand,MI,41.7745,-86.2622,0
Bertrand,MO,36.9086,-89.4497,775
Bertrand,NE,40.5263,-99.6324,734
Bertrandville,LA,29.7749,-90.017,0
Berville,MI,42.9084,-82.883,0
Berwick,IA,41.665,-93.5449,0
Berwick,LA,29.7013,-91.2377,4689
Berwick,ME,43.2686,-70.8623,0
Berwick,ND,48.3611,-100.2465,0
Berwick,PA,41.0555,-76.2492,10138
Berwind,WV,37.266,-81.6633,0
Berwyn,IL,41.8433,-87.7909,55748
Berwyn,NE,41.3508,-99.5006,82
Berwyn,PA,40.0396,-75.4439,0
Berwyn Heights,MD,38.993,-76.9131,3275
Beryl,UT,37.8958,-113.6614,0
Beryl Junction,UT,37.7009,-113.6535,0
Bessemer,AL,33.3709,-86.9713,26511
Bessemer,MI,46.4775,-90.0499,1754
Bessemer,PA,40.9756,-80.4878,1070
Bessemer Bend,WY,42.7576,-106.5237,0
Bessemer City,NC,35.2848,-81.2846,5548
Bessie,OK,35.3855,-98.9894,179
Bessmay,TX,30.4627,-93.9532,0
Best,TX,31.2246,-101.6212,0
Betances,PR,18.0296,-67.1335,0
Betances Comunidad,PR,18.0296,-67.1335,0
Bete Grise,MI,47.3888,-87.9551,0
Bethalto,IL,38.9016,-90.0472,9328
Bethania,NC,36.1808,-80.3376,350
Bethany,IL,39.6445,-88.7409,1305
Bethany,IN,39.5337,-86.3778,81
Bethany,MO,40.2684,-94.0281,2515
Bethany,OH,39.3845,-84.3736,0
Bethany,OK,35.5072,-97.6417,19543
Bethany,OR,45.5613,-122.8371,0
Bethany,PA,41.6143,-75.2873,232
Bethany,WV,40.2053,-80.5629,1002
Bethany Beach,DE,38.5391,-75.066,1194
Bethayres,PA,40.114,-75.071,0
Betheden,MS,33.2198,-88.9409,0
Bethel,AK,60.7905,-161.7927,4651
Bethel,CT,41.3727,-73.4116,0
Bethel,DE,38.5706,-75.6194,192
Bethel,MN,45.4008,-93.271,504
Bethel,MO,39.8779,-92.0221,118
Bethel,NC,35.8072,-77.3761,1620
Bethel,OH,38.9627,-84.0847,3320
Bethel,PA,40.4764,-76.2906,0
Bethel,VT,43.8312,-72.6365,0
Bethel,WA,47.4874,-122.6176,0
Bethel Acres,OK,35.3048,-97.037,3133
Bethel Heights,AR,36.2258,-94.1276,2535
Bethel Island,CA,38.0289,-121.6405,0
Bethel Park,PA,40.3239,-80.0364,31911
Bethel Springs,TN,35.2347,-88.6117,708
Bethera,SC,33.2016,-79.7881,0
Bethesda,AR,35.7915,-91.7885,0
Bethesda,MD,38.9866,-77.1188,0
Bethesda,NC,35.9424,-78.8383,0
Bethesda,OH,40.0164,-81.0727,1241
Bethesda,WI,42.9878,-88.3184,0
Bethlehem,GA,33.9371,-83.7097,688
Bethlehem,MD,38.7462,-75.9441,0
Bethlehem,NC,35.8162,-81.2962,0
Bethlehem,NH,44.2792,-71.6881,0
Bethlehem,PA,40.6266,-75.3679,75293
Bethlehem,WV,40.0452,-80.6898,2398
Bethpage,NY,40.7495,-73.4856,0
Bethpage,TN,36.4843,-86.3086,0
Bethune,CO,39.3038,-102.4234,238
Bethune,SC,34.4142,-80.3487,347
Betsy Layne,KY,37.5541,-82.6262,0
Bettendorf,IA,41.5656,-90.4764,35727
Betteravia,CA,34.9178,-120.5149,0
Betterton,MD,39.3652,-76.069,324
Bettie,TX,32.8085,-94.9613,0
Bettles,AK,66.9064,-151.5377,12
Bettsville,OH,41.2441,-83.2338,632
Between,GA,33.8177,-83.8043,342
Beulah,CO,38.075,-104.9867,0
Beulah,KS,37.4403,-94.8283,0
Beulah,KY,37.2714,-87.6842,0
Beulah,MI,44.6296,-86.0961,337
Beulah,MS,33.7905,-90.9802,325
Beulah,ND,47.2672,-101.7738,3189
Beulah,OR,43.9065,-118.1527,0
Beulah,WY,44.546,-104.0826,0
Beulah Beach,OH,41.3917,-82.4428,0
Beulah Valley,CO,38.0664,-104.9785,0
Beulaville,NC,34.9227,-77.7726,1323
Beurys Lake,PA,40.7195,-76.3797,0
Beverly,IL,39.7934,-90.991,0
Beverly,KS,39.0139,-97.9753,154
Beverly,MA,42.5681,-70.8627,41365
Beverly,MO,39.3681,-94.8672,0
Beverly,NJ,40.065,-74.9217,2513
Beverly,OH,39.55,-81.6362,1316
Beverly,TX,31.5252,-97.1419,0
Beverly,WA,46.8368,-119.9331,0
Beverly,WV,38.844,-79.8719,679
Beverly Beach,FL,29.5164,-81.1475,377
Beverly Beach,MD,38.8754,-76.508,0
Beverly Hills,CA,34.0786,-118.4021,34687
Beverly Hills,FL,28.9175,-82.4541,0
Beverly Hills,MI,42.522,-83.2424,10470
Beverly Hills,MO,38.6979,-90.29,559
Beverly Hills,TX,31.5224,-97.1564,2022
Beverly Shores,IN,41.685,-86.9804,609
Bevier,MO,39.7509,-92.5647,696
Bevil Oaks,TX,30.1517,-94.2711,1242
Bevington,IA,41.3596,-93.7904,68
Bevis,OH,39.2576,-84.6016,0
Bewleyville,KY,37.8401,-86.2444,0
Bexar,AL,34.1909,-88.1473,0
Bexar,AR,36.2867,-91.9957,0
Bexley,OH,39.965,-82.9342,13669
Beyerville,AZ,31.3921,-110.8748,0
Bibo,NM,35.1807,-107.4178,0
Bickleton,WA,46.0056,-120.308,0
Bicknell,IN,38.7744,-87.3078,3174
Bicknell,UT,38.3407,-111.5441,327
Biddeford,ME,43.4674,-70.4512,21362
Biddle,MT,45.1052,-105.3119,0
Bieber,CA,41.1251,-121.1336,0
Biehle,MO,37.6065,-89.8377,0
Bienville,LA,32.3618,-92.9788,210
Bier,MD,39.5525,-78.8692,0
Big Arm,MT,47.7936,-114.2701,0
Big Bar,CA,40.741,-123.2559,0
Big Bass Lake,PA,41.2525,-75.4795,0
Big Bay,MI,46.8148,-87.6995,0
Big Bear City,CA,34.2536,-116.7903,0
Big Bear Lake,CA,34.243,-116.8955,5235
Big Beaver,PA,40.8233,-80.3633,1903
Big Bend,CA,41.0109,-121.924,0
Big Bend,LA,31.0738,-91.7921,0
Big Bend,WI,42.9024,-88.2122,1316
Big Bend City,MN,45.143,-95.772,0
Big Bow,KS,37.565,-101.5616,0
Big Cabin,OK,36.5402,-95.2221,258
Big Chimney,WV,38.4119,-81.5374,0
Big Clifty,KY,37.5441,-86.1514,0
Big Coppitt Key,FL,24.5915,-81.6574,0
Big Creek,CA,37.2035,-119.2486,0
Big Creek,GA,34.1165,-84.1752,0
Big Creek,ID,45.1271,-115.3243,0
Big Creek,MS,33.8464,-89.4159,150
Big Creek,WV,38.0054,-82.0361,0
Big Delta,AK,64.1492,-145.746,0
Big Falls,MN,48.1794,-93.8093,217
Big Falls,WI,44.6174,-89.0166,61
Big Flat,AR,36.0056,-92.4066,103
Big Flats,NY,42.1621,-76.9015,0
Big Fork,AR,34.4865,-93.9699,0
Big Horn,WY,44.6791,-106.9971,0
Big Island,VA,37.5351,-79.3615,0
Big Lagoon,CA,41.1592,-124.1303,0
Big Lake,AK,61.5266,-149.9714,0
Big Lake,MN,45.3418,-93.7435,10638
Big Lake,MO,40.0735,-95.3518,144
Big Lake,TX,31.1935,-101.4599,3134
Big Lake,WA,48.3933,-122.2422,0
Big Moose,NY,43.8184,-74.9152,0
Big Oak Flat,CA,37.8235,-120.2582,0
Big Pine,CA,37.1655,-118.2951,0
Big Pine Key,FL,24.6892,-81.3676,0
Big Piney,WY,42.5403,-110.1213,521
Big Plain,OH,39.8387,-83.2891,0
Big Point,MS,30.5905,-88.4846,0
Big Pool,MD,39.6251,-78.0161,0
Big Prairie,OH,40.6673,-82.0952,0
Big Rapids,MI,43.6992,-85.4802,14021
Big River,CA,34.1393,-114.3604,0
Big Rock,IL,41.7668,-88.5265,1157
Big Rock,TN,36.5806,-87.76,0
Big Run,PA,40.9702,-78.8765,608
Big Sandy,MT,48.1785,-110.1134,590
Big Sandy,TN,36.2324,-88.0854,536
Big Sandy,TX,32.586,-95.1127,1382
Big Sandy,WV,37.4608,-81.705,0
Big Sandy,WY,42.6333,-109.4657,0
Big Sky,MT,45.2592,-111.3426,0
Big Spring,KY,37.7992,-86.1522,0
Big Spring,MD,39.6257,-77.9396,0
Big Spring,MO,38.802,-91.4837,0
Big Spring,TX,32.2387,-101.4802,29267
Big Spring,WI,43.6694,-89.6437,0
Big Springs,AZ,36.6017,-112.3499,0
Big Springs,ID,44.4983,-111.2558,0
Big Springs,KS,39.0131,-95.485,0
Big Springs,NE,41.0609,-102.0744,382
Big Stone City,SD,45.2985,-96.4657,456
Big Stone Gap,VA,36.8615,-82.7774,7885
Big Sur,CA,36.2702,-121.8075,0
Big Timber,MT,45.8347,-109.9488,1645
Big Tree,NY,42.7698,-78.8114,0
Big Water,UT,37.0729,-111.6608,480
Big Wells,TX,28.5698,-99.5702,750
Bigbee,MS,34.0162,-88.5192,0
Bigbee Valley,MS,33.2482,-88.3498,0
Bigelow,AR,34.9981,-92.6312,306
Bigelow,MN,43.5056,-95.6889,239
Bigelow,MO,40.1098,-95.2894,25
Bigfoot,TX,29.0619,-98.8522,0
Bigfork,MN,47.7476,-93.6524,446
Bigfork,MT,48.0852,-114.0551,0
Biggers,AR,36.332,-90.8053,334
Biggersville,MS,34.8356,-88.5587,0
Biggs,CA,39.4133,-121.7102,1701
Biggs Junction,OR,45.664,-120.8389,0
Biggsville,IL,40.8539,-90.8621,285
Bighorn,MT,46.1617,-107.4487,0
Bigler,PA,40.9888,-78.3097,0
Biglerville,PA,39.9303,-77.2463,1206
Bijou Hills,SD,43.5285,-99.1439,0
Bill,WY,43.2319,-105.2603,0
Bill Moores,AK,62.9497,-163.7789,0
Billett,IL,38.6645,-87.6522,0
Billings,MO,37.0626,-93.5539,1092
Billings,MT,45.7892,-108.5498,121550
Billings,OK,36.5313,-97.4342,505
Billingsley,AL,32.6606,-86.7104,141
Billington Heights,NY,42.7862,-78.6237,0
Biloxi,MS,30.4393,-88.9542,45975
Biltmore Forest,NC,35.5348,-82.5403,1462
Binford,ND,47.5604,-98.3457,172
Bingen,AR,33.9757,-93.7841,0
Bingen,WA,45.7151,-121.4695,722
Binger,OK,35.3105,-98.3433,657
Bingham,IA,40.7342,-95.2889,0
Bingham,IL,39.1122,-89.2137,82
Bingham,ME,45.0581,-69.873,0
Bingham,NE,42.0211,-102.0885,0
Bingham,NM,33.889,-106.3725,0
Bingham Farms,MI,42.5177,-83.278,1133
Bingham Lake,MN,43.9095,-95.046,128
Binghamton,NY,42.1014,-75.9092,152392
Biola,CA,36.7999,-120.0212,0
Biorka,AK,53.8269,-166.2081,0
Bippus,IN,40.9442,-85.6239,0
Birch Bay,WA,48.923,-122.7543,0
Birch Creek,AK,66.2669,-145.8681,0
Birch River,WV,38.4961,-80.7498,0
Birch Run,MI,43.2503,-83.7911,1466
Birch Tree,MO,36.9967,-91.4916,653
Birchwood,MN,45.0611,-92.976,0
Birchwood,WI,45.6577,-91.5508,427
Birchwood Lakes,PA,41.2513,-74.9103,0
Bird City,KS,39.7496,-101.5326,432
Bird in Hand,PA,40.0372,-76.1862,0
Bird Island,MN,44.7647,-94.895,978
Birds,IL,38.837,-87.6678,0
Birds Landing,CA,38.1327,-121.8708,0
Birdsboro,PA,40.2618,-75.81,5142
Birdseye,IN,38.315,-86.6961,415
Birdseye,UT,39.9244,-111.5496,0
Birdsong,AR,35.4594,-90.2616,38
Birdsville,KY,37.2212,-88.4481,0
Birdsville,MD,38.9001,-76.5914,0
Birmingham,IA,40.8777,-91.9472,429
Birmingham,KS,39.4092,-95.6825,0
Birmingham,MI,42.5447,-83.2167,21007
Birmingham,MO,39.1676,-94.4501,196
Birmingham,PA,40.6472,-78.1957,89
Birnamwood,WI,44.9318,-89.2094,795
Birney,MT,45.4155,-106.4933,0
Biron,WI,44.4283,-89.7656,792
Birta,AR,35.0173,-93.1335,0
Bisbee,AZ,31.4126,-109.9179,5189
Bisbee,ND,48.6263,-99.3788,128
Bisbee,TX,32.609,-97.1842,0
Biscay,MN,44.8261,-94.2744,114
Biscayne Park,FL,25.8818,-80.1814,3198
Biscoe,AR,34.8209,-91.4043,0
Biscoe,NC,35.3593,-79.7826,2786
Bishop,CA,37.3665,-118.3958,9687
Bishop,GA,33.8171,-83.4372,251
Bishop,PA,40.3206,-80.187,0
Bishop,TX,27.5851,-97.7977,3116
Bishop Hill,IL,41.1995,-90.1174,125
Bishop Hills,TX,35.2614,-101.9519,183
Bishopville,MD,38.4413,-75.2092,0
Bishopville,SC,34.2202,-80.2483,5029
Bismarck,AR,34.3162,-93.1707,0
Bismarck,IL,40.2594,-87.6113,545
Bismarck,MO,37.7674,-90.6224,1491
Bismarck,ND,46.8127,-100.7694,96857
Bison,KS,38.5198,-99.1977,237
Bison,OK,36.196,-97.8979,0
Bison,SD,45.5235,-102.4677,336
Bissell,MS,34.2462,-88.7828,0
Bitely,MI,43.747,-85.8617,0
Bithlo,FL,28.5644,-81.1067,0
Bitter Creek,WY,41.5511,-108.5554,0
Bitter Springs,AZ,36.6118,-111.6475,0
Bivalve,MD,38.3059,-75.8834,0
Bivins,TX,33.0196,-94.1991,0
Biwabik,MN,47.555,-92.3232,985
Bixby,MN,43.9444,-93.0971,0
Bixby,MO,37.6603,-91.1151,0
Bixby,OK,35.9454,-95.8773,25333
Bixby,TX,26.14,-97.8562,0
Black,AL,31.0102,-85.7428,207
Black,MO,37.5314,-90.9332,0
Black,TX,34.6826,-102.6094,0
Black Butte Ranch,OR,44.3577,-121.6589,0
Black Canyon City,AZ,34.0709,-112.122,0
Black Creek,NC,35.6366,-77.9331,763
Black Creek,WI,44.4742,-88.4506,1317
Black Diamond,FL,28.9066,-82.4947,0
Black Diamond,WA,47.313,-122.0181,4384
Black Eagle,MT,47.527,-111.2669,0
Black Earth,WI,43.1344,-89.747,1415
Black Forest,CO,39.0608,-104.6753,0
Black Fork,AR,34.767,-94.4311,0
Black Hawk,CO,39.8011,-105.4891,127
Black Hawk,LA,31.1557,-91.636,0
Black Hawk,MS,33.3262,-90.0118,0
